2017-10-28T10:43:43.61Z,장문복규,skt 힘내자
2017-10-28T10:43:43.784Z,행복원딜,갓성 믿습니다
2017-10-28T10:43:44.24Z,김랜덤,100인분 올인조합 수준ㅋㅋㅋ PogChamp PogChamp PogChamp PogChamp
2017-10-28T10:43:44.255Z,호로롱불,뱅도 잘크면 해낼텐데
2017-10-28T10:43:44.475Z,ghdlffpt10,3패할거니까 SKT 300패 하는거노
2017-10-28T10:43:44.757Z,sucessful2002,뱅짱;;;
2017-10-28T10:43:45.409Z,lec3095,아니 코그모 한타때 살수있냐? ㅋㅋㅋㅋㅋㅋㅋ
2017-10-28T10:43:45.436Z,hosu2354,뱅시원
2017-10-28T10:43:45.984Z,실바나스님그립습니다,뱅이 코그모해서 졌네 ㅋㅋㅋㅋ
2017-10-28T10:43:46.359Z,호로로롤롤러,BibleThump BibleThump
2017-10-28T10:43:46.497Z,bgisung123,갓뱅이시여...믿습니다
2017-10-28T10:43:47.103Z,하도도,페이커가 딜 좀 하면 좋은데 다른라인이 불안해서
2017-10-28T10:43:47.349Z,wnstp,이번에 원딜 누가 나은지 나오겠네
2017-10-28T10:43:47.404Z,pksgpl,밴픽은 상대가 더 좋은거같은데
2017-10-28T10:43:47.432Z,yuyu0413,잘커도 별로
2017-10-28T10:43:47.776Z,nanomedicine,어쩌다 바텀이 저렇게 됐냐
2017-10-28T10:43:47.828Z,tkddyddl,피넛 그라가스 하려면 왜 등판했냐
2017-10-28T10:43:48.04Z,kjw20056,인분이 돈받은거 너무 딱 보이는데 인분을 믿네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2017-10-28T10:43:48.204Z,우끄,삼성 우승해서 이건희 눈뜨게 하자~ ㅠ_ㅠ
2017-10-28T10:43:48.251Z,플라워댄스,졌다 ㅅㄱ
2017-10-28T10:43:48.653Z,츠으키,패혈병 패시브
2017-10-28T10:43:48.863Z,뚥배기,삼성 화이팅!
2017-10-28T10:43:49.212Z,이게멉니까,훔뱅훔뱅 ㅋㅋㅋㅋㅋㅋㅋ
2017-10-28T10:43:49.254Z,랜서가산다,조합은 비등비등한데
2017-10-28T10:43:49.417Z,올타임,제발 제발
2017-10-28T10:43:49.483Z,퓨처,똑같아
2017-10-28T10:43:49.567Z,Tjd8665,프레이가
2017-10-28T10:43:49.573Z,내잘못아니다,뱅 방출 클그림이자나 조용히봐라 좀 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2017-10-28T10:43:49.812Z,Tkqhdshs,대격변 코그모한테 깔리면 살 수 있나?
2017-10-28T10:43:49.899Z,ccy1205,살인견 코그모 ㄷㄷ
