2017-10-28T11:01:47.788Z,연치과원장,아니 코그모 스킬쓰는게 너무하잖어 ㄹㅇ로다가
2017-10-28T11:01:47.868Z,캡틴팬더,봇똥 올라온다
2017-10-28T11:01:47.873Z,park8794,제발 5세트 가자
2017-10-28T11:01:47.89Z,씸스투비,발 암 드래곤
2017-10-28T11:01:48.069Z,냐항,아니
2017-10-28T11:01:48.355Z,everu_,무빙 미쳣으
2017-10-28T11:01:48.415Z,열공학재료공업,발암
2017-10-28T11:01:48.468Z,C4Trolls,방금 와드 뭘로 보고 ㅂ부순거?
2017-10-28T11:01:48.879Z,dlehgns11,발 암
2017-10-28T11:01:49.31Z,zktmvp1014,자꾸 피함
2017-10-28T11:01:49.464Z,연백영,와
2017-10-28T11:01:49.995Z,qqttqt,우리 개는 물줄모름 ㅋㅋㅋ
2017-10-28T11:01:50.148Z,곰보곰보푸딩푸딩,킹 상 혁
2017-10-28T11:01:50.497Z,clvus1,발-------암드래곤
2017-10-28T11:01:50.987Z,리롱띠,파오후?
2017-10-28T11:01:51.908Z,제리티,1ㅏㄹ암
2017-10-28T11:01:52.008Z,풍도니,발암?ㅋㅋ
2017-10-28T11:01:52.207Z,뭐요뭐가요,차라리 롤드컵떨어지고 바텀갈아서 다시도전하자
2017-10-28T11:01:52.409Z,qaazqa,ㄷㄷ
2017-10-28T11:01:52.523Z,색소침착맨,ㅠ
2017-10-28T11:01:52.751Z,zldhzl9,안아픔
2017-10-28T11:01:52.999Z,잼기장,노딜
2017-10-28T11:01:53.03Z,오여,동준피셜 ) skt 발암
2017-10-28T11:01:53.044Z,레드아애이오우,페이커 딜러해야된다고 ㅋㅋ ㄹㅇ 토나온다 밴픽페이커 딜러해야된다고 ㅋㅋ ㄹㅇ 토나온다 밴픽
2017-10-28T11:01:53.232Z,harry0997,응 다피함
2017-10-28T11:01:53.529Z,loardenightmare,발암준
2017-10-28T11:01:53.938Z,blacksword8,다맞음
2017-10-28T11:01:54.404Z,Lastppp,걍 상혁이 빼고다 물갈이 해야 한다. 임팩트나 듀크랑 뱅기 다시 불러오자
2017-10-28T11:01:54.611Z,freemok17,역대급인대 이전판 0킬5뎃임?
2017-10-28T11:01:55.026Z,nosinger,?
2017-10-28T11:01:55.056Z,슬나은,빛상혁 ㄷㄷ
2017-10-28T11:01:55.304Z,pyzinc,와 퍽퍽퍽퍽
2017-10-28T11:01:55.48Z,malakhevil,응 노딜이야
2017-10-28T11:01:55.496Z,As3654789,블루를못먹어 ㅜㅜ
2017-10-28T11:01:55.5Z,안뇽해용,노딜
2017-10-28T11:01:55.689Z,솔스,빛 후 니
2017-10-28T11:01:55.806Z,뿅가죽네,ㅋㅋㅋㅋㅋㅋ
2017-10-28T11:01:56.066Z,티모장인,응 안달아
2017-10-28T11:01:56.405Z,fhdltm618,어후
2017-10-28T11:01:56.436Z,rkskekfkakqktk1,다 쳐맞네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2017-10-28T11:01:56.525Z,Nowadays_choi,마나가 없다 ㅜ
2017-10-28T11:01:56.533Z,귀재당,캬 페이커 잘한다
2017-10-28T11:01:56.713Z,지랄맞쥐,무빙이 패시브네
2017-10-28T11:01:56.736Z,날비,안아프네
2017-10-28T11:01:56.928Z,히파,무빙봐
2017-10-28T11:01:57.045Z,종쨩,두들겨패네
2017-10-28T11:01:57.086Z,유로파,안아픔 ㅋㅋㅋ
2017-10-28T11:01:57.316Z,쌍방개이득ㆍ골뱅이,맹렬한 파오후
2017-10-28T11:01:57.485Z,임기123,킹.......
2017-10-28T11:01:57.662Z,bebulu724,단단해 ㅋ
2017-10-28T11:01:57.743Z,러블리홍,ㅋㅋ
2017-10-28T11:01:58.121Z,가나쇼콜라,안달아 ㅋㅋ
2017-10-28T11:01:58.162Z,감비아국방부장관조강현,응안아퍼
2017-10-28T11:01:58.394Z,돼지감정단,노딜인데
2017-10-28T11:01:58.596Z,rhks826,ㄴㄱㅈ
2017-10-28T11:01:58.645Z,dkehgud2,두두둗두둡ㄱ
2017-10-28T11:01:58.764Z,dafodi,와 후니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2017-10-28T11:01:58.82Z,아침먹음,얼 후니
2017-10-28T11:01:59.032Z,alssel2525,저렇게 때리는데 안아프네 ㅋㅋㅋ
2017-10-28T11:01:59.277Z,afaffafa,페이커 좀 흔들리면 바로 지네 ㅠㅠ
2017-10-28T11:01:59.311Z,갓이유노래만틀자,엇박자
