2017-10-28T12:28:26.769Z,흰색까마귀,우리왕호
2017-10-28T12:28:26.92Z,cptmzld1004,조세호 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2017-10-28T12:28:26.983Z,포브센세,상혁이 인터뷰좀~~~
2017-10-28T12:28:27.04Z,로치,꼬치...당신은 대체...
2017-10-28T12:28:27.045Z,pch9433,샥즈 유출 ㅗㅜㅑ
2017-10-28T12:28:27.253Z,차일디쉬감비노,샥즈가 본인 아니래자너~
2017-10-28T12:28:27.266Z,밀크우유,뱅도 해줘 인터뷰
2017-10-28T12:28:27.321Z,개포동건물주,소방수역할이 더 부담아님? ㅋㅋ
2017-10-28T12:28:27.776Z,까스미,ㄹㅇ 쑤심이형 목소리얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2017-10-28T12:28:28.008Z,모홀,본인이 부담이라면 빼주는게 낫지 않나
2017-10-28T12:28:28.045Z,Lyi3967,철수아재
2017-10-28T12:28:28.196Z,laosrok,갈갈갈갈갈
2017-10-28T12:28:28.446Z,뵤뎌,코치편
2017-10-28T12:28:28.71Z,hpc14,인터뷰 엄청 긴장되나부다
2017-10-28T12:28:28.806Z,피브나인,배그넛
2017-10-28T12:28:28.951Z,시다호구킹,ㅠㅠ
2017-10-28T12:28:29.009Z,Coldcherry,코치만 칭찬해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2017-10-28T12:28:29.185Z,ㅅㅁ,꼬치가 입금해줬네
2017-10-28T12:28:29.215Z,baesj93,이호종
2017-10-28T12:28:29.269Z,나민철,와 쑤심형 중국어제감?
2017-10-28T12:28:29.454Z,절연테이프,통이유는 머하는거지
2017-10-28T12:28:29.511Z,tkdldh1,철하
2017-10-28T12:28:29.548Z,mu06006,쑤심이형
2017-10-28T12:28:30.07Z,은총,코치충 ㅋㅋㅋㅋ
2017-10-28T12:28:30.391Z,띠용띠요옹,코치무새 ㅋㅋㅋ
2017-10-28T12:28:30.74Z,꽃졸,@전자형님 ㅑㅑㅑ
2017-10-28T12:28:30.788Z,minsol0721,코치무새
2017-10-28T12:28:30.803Z,핡핡핡,CoolStoryBob
2017-10-28T12:28:30.991Z,justfillitup,이제 삼성이 WE 3대0으로 쳐바를 차례네
2017-10-28T12:28:31.113Z,미미치치키키,조세호+김준현?
2017-10-28T12:28:31.171Z,개삼이,철면수심 조세호
2017-10-28T12:28:31.262Z,ろっぱ,2:2 상황에서 교체해주면 더 부담되지않냐 ㅋ
2017-10-28T12:28:31.916Z,lop897,skt가 이김?
2017-10-28T12:28:31.998Z,ajdRnf123,우리넛!
2017-10-28T12:28:32.063Z,더티마인드,왼쪽누구야
2017-10-28T12:28:32.391Z,강유미기자,코치무새
2017-10-28T12:28:32.394Z,잭오랜턴,으중아ㅏㅏㅏㅏㅏ 호종아ㅏㅏㅏㅏㅏㅏ
2017-10-28T12:28:32.466Z,mh9340,이제 전염?
2017-10-28T12:28:32.613Z,프로든창,ㄹㅇ 코장이랑 데프트 같노
2017-10-28T12:28:32.73Z,deogmlrnt,조세호 ㅎㅇ ㅋ
2017-10-28T12:28:33.342Z,meru75,왼쪽 뭔가 재수없네
2017-10-28T12:28:33.362Z,응차단,근데 플레임은 바도봐도 잘생겼다
2017-10-28T12:28:33.383Z,팥빵미인,"옆모습 조세호, 앞모습 쑤심형"
2017-10-28T12:28:34.005Z,zzaos1,e제
2017-10-28T12:28:34.014Z,룰라룰라루,왼쪽 철면수심
2017-10-28T12:28:34.023Z,打打打打打打打打打,코치무세
2017-10-28T12:28:34.756Z,sb0227,계속 코치얘기만하네
2017-10-28T12:28:34.842Z,얼굴믿고가는편이야,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 코치충
2017-10-28T12:28:34.859Z,아아아아아가아가아,쑤심형?
2017-10-28T12:28:34.905Z,이겜하고싶음,피넛 블랭은 서로 구원투수역할 잘한다
