1509161306,흰색까마귀,우리왕호
1509161306,cptmzld1004,조세호 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1509161306,포브센세,상혁이 인터뷰좀~~~
1509161307,로치,꼬치...당신은 대체...
1509161307,pch9433,샥즈 유출 ㅗㅜㅑ
1509161307,차일디쉬감비노,샥즈가 본인 아니래자너~
1509161307,밀크우유,뱅도 해줘 인터뷰
1509161307,개포동건물주,소방수역할이 더 부담아님? ㅋㅋ
1509161307,까스미,ㄹㅇ 쑤심이형 목소리얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1509161308,모홀,본인이 부담이라면 빼주는게 낫지 않나
1509161308,Lyi3967,철수아재
1509161308,laosrok,갈갈갈갈갈
1509161308,뵤뎌,코치편
1509161308,hpc14,인터뷰 엄청 긴장되나부다
1509161308,피브나인,배그넛
1509161308,시다호구킹,ㅠㅠ
1509161309,Coldcherry,코치만 칭찬해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1509161309,ㅅㅁ,꼬치가 입금해줬네
1509161309,baesj93,이호종
1509161309,나민철,와 쑤심형 중국어제감?
1509161309,절연테이프,통이유는 머하는거지
1509161309,tkdldh1,철하
1509161309,mu06006,쑤심이형
1509161310,은총,코치충 ㅋㅋㅋㅋ
1509161310,띠용띠요옹,코치무새 ㅋㅋㅋ
1509161310,꽃졸,@전자형님 ㅑㅑㅑ
1509161310,minsol0721,코치무새
1509161310,핡핡핡,CoolStoryBob
1509161310,justfillitup,이제 삼성이 WE 3대0으로 쳐바를 차례네
1509161311,미미치치키키,조세호+김준현?
1509161311,개삼이,철면수심 조세호
1509161311,ろっぱ,2:2 상황에서 교체해주면 더 부담되지않냐 ㅋ
1509161311,lop897,skt가 이김?
1509161311,ajdRnf123,우리넛!
1509161312,더티마인드,왼쪽누구야
1509161312,강유미기자,코치무새
1509161312,잭오랜턴,으중아ㅏㅏㅏㅏㅏ 호종아ㅏㅏㅏㅏㅏㅏ
1509161312,mh9340,이제 전염?
1509161312,프로든창,ㄹㅇ 코장이랑 데프트 같노
1509161312,deogmlrnt,조세호 ㅎㅇ ㅋ
1509161313,meru75,왼쪽 뭔가 재수없네
1509161313,응차단,근데 플레임은 바도봐도 잘생겼다
1509161313,팥빵미인,"옆모습 조세호, 앞모습 쑤심형"
1509161314,zzaos1,e제
1509161314,룰라룰라루,왼쪽 철면수심
1509161314,打打打打打打打打打,코치무세
1509161314,sb0227,계속 코치얘기만하네
1509161314,얼굴믿고가는편이야,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 코치충
1509161314,아아아아아가아가아,쑤심형?
1509161314,이겜하고싶음,피넛 블랭은 서로 구원투수역할 잘한다
1509161315,트수들죄다스카이다녀요,한발 뺴줘..?
1509161315,단비ㅣ,2제
1509161315,침대위의린가드,코치충 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1509161315,읔앸앸앸,코치무새 ㅋㅋ
1509161315,웁곰,2제
1509161315,whitebrownco,아니 너무... 가져다 붙이는데
1509161315,모비우스,코치코치코치춫ㅇ
1509161316,우주,쑤심ㅋㅋㅋ
1509161316,ppooppplus,꼬치무새 ㅋㅋㅋㅋㅋㅋㅋ
1509161316,cjent1five,입금 완료
1509161316,Yoohs120,조세호 ㅋㅋㅋㅋ
1509161316,제이데커,코치충 ㅋㅋㅋㅋ
1509161316,suppr9780,코치무새 ㅋㅋㅋㄱㅋㅋㅋ
1509161316,토종닭백숙,코무새
1509161317,새까만하늘,조세호 조무사
1509161317,potadosss,롤갤 드립터지고 있네
1509161317,뱀배미,우리 준식이 ㅠㅠ
1509161317,그럴수있어,이제
1509161317,베니즈루,조세호 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1509161317,티테,만년 코치편ㅋㅋㅋ
1509161317,아나코폴라,구원투수
